"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"0711013","151602","1009","2","2267","0.08822232","2","100"
"0711013","151602","1010","362","2267","15.968239964","405","89.382716049"
"0711013","151602","2000","41","2267","1.808557565","41","100"
"0711013","151602","2001","34","2267","1.499779444","34","100"
"0711013","151602","2002","22","2267","0.970445522","22","100"
"0711013","151602","2003","519","2267","22.893692104","519","100"
"0711013","151602","2004","11","2267","0.485222761","11","100"
"0711013","151602","2005","26","2267","1.146890163","26","100"
"0711013","151602","2006","19","2267","0.838112042","19","100"
"0711013","151602","2007","53","2267","2.337891486","53","100"
"0711013","151602","2008","34","2267","1.499779444","34","100"
"0711013","151602","2009","9","2267","0.397000441","9","100"
"0711013","151602","2010","52","2267","2.293780326","52","100"
"0711013","151602","2011","40","2267","1.764446404","40","100"
"0711013","151602","2012","22","2267","0.970445522","22","100"
"0711013","151602","3021","8","2267","0.35288928","401","1.995012468"
"0711013","151602","3023","8","2267","0.35288928","9","88.888888888"
"0711013","151602","3027","6","2267","0.26466696","7","85.714285714"
"0711013","151602","3028","7","2267","0.30877812","7","100"
"0711013","151602","3029","43","2267","1.896779885","43","100"
"0711013","151602","3030","7","2267","0.30877812","7","100"
"0711013","151602","3031","1","2267","0.04411116","2","50"
"0711014","151602","3000","35","1493","2.344273275","38","92.105263157"
"0711014","151602","3001","29","1493","1.942397856","141","20.567375886"
"0711014","151602","3004","34","1493","2.277294038","34","100"
"0711014","151602","3005","5","1493","0.334896182","19","26.315789473"
"0711014","151602","3006","74","1493","4.956463496","75","98.666666666"
"0711014","151602","3007","13","1493","0.870730073","13","100"
"0711014","151702","4000","419","1493","28.064300066","422","99.289099526"
"0711014","151702","4001","4","1493","0.267916945","14","28.571428571"
"0711014","151702","4002","51","1493","3.415941058","51","100"
"0711014","151702","4004","15","1493","1.004688546","162","9.259259259"
"0711014","152501","1001","33","1493","2.210314802","33","100"
"0711014","152501","1002","48","1493","3.215003348","59","81.355932203"
"0711014","152501","1003","1","1493","0.066979236","1","100"
"0711014","152501","1004","3","1493","0.200937709","4","75"
"0711014","152501","1005","12","1493","0.803750837","26","46.153846153"
"0711014","152501","1006","149","1493","9.979906229","149","100"
"0711014","152501","1007","31","1493","2.076356329","31","100"
"0711014","152501","1008","45","1493","3.014065639","45","100"
"0711014","152501","1010","25","1493","1.67448091","25","100"
"0711014","152501","1011","250","1493","16.744809109","253","98.814229249"
"0711014","152501","1013","45","1493","3.014065639","45","100"
"0711014","152501","1014","17","1493","1.138647019","17","100"
"0711014","152501","1015","6","1493","0.401875418","6","100"
"0711014","152601","4012","2","1493","0.133958472","27","7.407407407"
"0711014","152602","1064","147","1493","9.845947756","157","93.630573248"
"0711015","151503","3000","357","1774","20.124013528","357","100"
"0711015","151503","3001","39","1774","2.198421645","39","100"
"0711015","151503","3002","7","1774","0.3945885","121","5.785123966"
"0711015","151503","3003","13","1774","0.732807215","13","100"
"0711015","151503","3004","2","1774","0.112739571","12","16.666666666"
"0711015","151503","3008","1","1774","0.056369785","92","1.086956521"
"0711015","151503","3009","1","1774","0.056369785","60","1.666666666"
"0711015","151602","3001","2","1774","0.112739571","141","1.418439716"
"0711015","151701","1000","2","1774","0.112739571","42","4.761904761"
"0711015","151701","1017","1","1774","0.056369785","14","7.142857142"
"0711015","151702","1000","2","1774","0.112739571","251","0.796812749"
"0711015","151702","2000","161","1774","9.075535512","161","100"
"0711015","151702","2001","19","1774","1.07102593","19","100"
"0711015","151702","2002","5","1774","0.281848928","5","100"
"0711015","151702","2003","34","1774","1.916572717","34","100"
"0711015","151702","2004","356","1774","20.067643742","356","100"
"0711015","151702","2005","125","1774","7.046223224","125","100"
"0711015","151702","3006","4","1774","0.225479143","93","4.301075268"
"0711015","151702","4000","3","1774","0.169109357","422","0.710900473"
"0711015","151702","4004","147","1774","8.286358511","162","90.74074074"
"0711015","151702","4005","87","1774","4.904171364","87","100"
"0711015","151702","4006","9","1774","0.507328072","9","100"
"0711015","152204","3007","17","1774","0.958286358","35","48.571428571"
"0711015","152501","1016","4","1774","0.225479143","33","12.121212121"
"0711015","152501","1017","167","1774","9.413754227","167","100"
"0711015","152501","1018","208","1774","11.724915445","208","100"
"0711015","152501","1019","1","1774","0.056369785","5","20"
"0711016","151503","2000","1","660","0.151515151","186","0.537634408"
"0711016","151503","2001","3","660","0.454545454","157","1.910828025"
"0711016","151503","3002","114","660","17.272727272","121","94.214876033"
"0711016","151503","3004","10","660","1.515151515","12","83.333333333"
"0711016","151503","3005","25","660","3.787878787","25","100"
"0711016","151503","3006","141","660","21.363636363","141","100"
"0711016","151503","3007","62","660","9.393939393","62","100"
"0711016","151503","3008","91","660","13.787878787","92","98.913043478"
"0711016","151503","3009","59","660","8.939393939","60","98.333333333"
"0711016","151503","3012","4","660","0.606060606","5","80"
"0711016","151503","3013","15","660","2.272727272","19","78.947368421"
"0711016","151503","3014","13","660","1.969696969","13","100"
"0711016","151503","3015","14","660","2.121212121","14","100"
"0711016","151503","3016","45","660","6.818181818","45","100"
"0711016","151503","3017","32","660","4.848484848","32","100"
"0711016","151503","3018","31","660","4.696969696","32","96.875"
"0711017","151403","2006","1","1959","0.051046452","91","1.098901098"
"0711017","151504","2009","2","1959","0.102092904","99","2.02020202"
"0711017","151505","1000","1","1959","0.051046452","18","5.555555555"
"0711017","151506","1000","236","1959","12.046962736","252","93.65079365"
"0711017","151506","1001","20","1959","1.020929045","20","100"
"0711017","151506","1002","10","1959","0.510464522","10","100"
"0711017","151506","1003","20","1959","1.020929045","20","100"
"0711017","151506","1004","24","1959","1.225114854","27","88.888888888"
"0711017","151506","1005","14","1959","0.714650331","31","45.161290322"
"0711017","151506","1006","10","1959","0.510464522","10","100"
"0711017","151506","1007","66","1959","3.369065849","66","100"
"0711017","151506","1008","160","1959","8.167432363","160","100"
"0711017","151506","1009","1","1959","0.051046452","1","100"
"0711017","151506","1010","2","1959","0.102092904","86","2.325581395"
"0711017","151506","1012","126","1959","6.431852986","126","100"
"0711017","151506","1013","69","1959","3.522205206","69","100"
"0711017","151506","1014","24","1959","1.225114854","24","100"
"0711017","151506","1015","3","1959","0.153139356","3","100"
"0711017","151506","1017","42","1959","2.143950995","45","93.333333333"
"0711017","151506","1018","14","1959","0.714650331","14","100"
"0711017","151506","1019","150","1959","7.65696784","161","93.167701863"
"0711017","151506","2000","278","1959","14.190913731","278","100"
"0711017","151506","2001","34","1959","1.735579377","34","100"
"0711017","151506","2002","21","1959","1.071975497","21","100"
"0711017","151506","2003","64","1959","3.266972945","72","88.888888888"
"0711017","151506","2004","44","1959","2.246043899","44","100"
"0711017","151506","2005","14","1959","0.714650331","14","100"
"0711017","151506","2006","9","1959","0.45941807","9","100"
"0711017","151506","3003","53","1959","2.70546197","53","100"
"0711017","151506","3004","18","1959","0.91883614","18","100"
"0711017","151506","3005","41","1959","2.092904543","41","100"
"0711017","151506","3006","38","1959","1.939765186","38","100"
"0711017","151506","3007","64","1959","3.266972945","64","100"
"0711017","151506","3008","20","1959","1.020929045","20","100"
"0711017","151506","4002","201","1959","10.260336906","551","36.479128856"
"0711017","151506","4004","26","1959","1.327207759","26","100"
"0711017","151506","4005","39","1959","1.990811638","39","100"
"0711018","151504","1000","24","1838","1.305767138","24","100"
"0711018","151504","1001","167","1838","9.085963003","167","100"
"0711018","151504","1002","30","1838","1.632208922","30","100"
"0711018","151504","1003","29","1838","1.577801958","29","100"
"0711018","151504","1004","42","1838","2.285092491","45","93.333333333"
"0711018","151504","1006","16","1838","0.870511425","33","48.484848484"
"0711018","151504","1012","72","1838","3.917301414","72","100"
"0711018","151504","1013","7","1838","0.380848748","19","36.842105263"
"0711018","151504","2000","27","1838","1.46898803","27","100"
"0711018","151504","2001","51","1838","2.774755168","51","100"
"0711018","151504","2002","26","1838","1.414581066","26","100"
"0711018","151504","2003","31","1838","1.686615886","31","100"
"0711018","151504","2004","40","1838","2.176278563","40","100"
"0711018","151504","2005","30","1838","1.632208922","30","100"
"0711018","151504","2006","31","1838","1.686615886","31","100"
"0711018","151504","2007","32","1838","1.74102285","32","100"
"0711018","151504","2008","34","1838","1.849836779","34","100"
"0711018","151504","2009","97","1838","5.277475516","99","97.979797979"
"0711018","151504","2010","40","1838","2.176278563","40","100"
"0711018","151504","2011","78","1838","4.243743199","78","100"
"0711018","151504","2012","34","1838","1.849836779","34","100"
"0711018","151504","2013","40","1838","2.176278563","40","100"
"0711018","151504","2014","162","1838","8.813928182","162","100"
"0711018","151504","2015","35","1838","1.904243743","35","100"
"0711018","151504","2016","30","1838","1.632208922","30","100"
"0711018","151504","2017","34","1838","1.849836779","34","100"
"0711018","151504","3000","132","1838","7.18171926","132","100"
"0711018","151504","3001","15","1838","0.816104461","15","100"
"0711018","151504","3002","36","1838","1.958650707","36","100"
"0711018","151504","3003","65","1838","3.536452665","65","100"
"0711018","151504","3004","40","1838","2.176278563","40","100"
"0711018","151504","3005","14","1838","0.761697497","14","100"
"0711018","151504","3006","18","1838","0.979325353","18","100"
"0711018","151504","3007","65","1838","3.536452665","100","65"
"0711018","151504","3008","50","1838","2.720348204","50","100"
"0711018","151504","3009","83","1838","4.515778019","83","100"
"0711018","151504","3010","20","1838","1.088139281","69","28.985507246"
"0711018","151504","3014","24","1838","1.305767138","24","100"
"0711018","151504","3015","18","1838","0.979325353","18","100"
"0711018","151506","1000","16","1838","0.870511425","252","6.349206349"
"0711018","151506","1004","3","1838","0.163220892","27","11.111111111"
"0711019","151503","1000","319","1995","15.989974937","452","70.575221238"
"0711019","151503","1007","89","1995","4.461152882","92","96.739130434"
"0711019","151503","1008","30","1995","1.503759398","30","100"
"0711019","151503","2003","59","1995","2.957393483","138","42.753623188"
"0711019","151503","2005","82","1995","4.110275689","82","100"
"0711019","151504","1007","63","1995","3.157894736","186","33.870967741"
"0711019","151504","1013","11","1995","0.551378446","19","57.894736842"
"0711019","151504","1014","13","1995","0.651629072","33","39.393939393"
"0711019","151505","1006","42","1995","2.105263157","103","40.776699029"
"0711019","151505","1007","13","1995","0.651629072","13","100"
"0711019","151505","1012","3","1995","0.150375939","14","21.428571428"
"0711019","151506","3000","135","1995","6.766917293","136","99.264705882"
"0711019","151506","3001","180","1995","9.02255639","180","100"
"0711019","151506","3002","90","1995","4.511278195","90","100"
"0711019","151506","4000","286","1995","14.335839598","287","99.651567944"
"0711019","151506","4001","48","1995","2.406015037","48","100"
"0711019","151506","4002","347","1995","17.393483709","551","62.976406533"
"0711019","151506","4003","130","1995","6.516290726","130","100"
"0711019","151506","4006","22","1995","1.102756892","22","100"
"0711019","151506","4007","18","1995","0.902255639","18","100"
"0711019","151506","4008","13","1995","0.651629072","13","100"
"0711019","151506","4009","2","1995","0.100250626","4","50"
"0718001","150203","1003","6","2299","0.260983036","218","2.752293577"
